episode,reward,R100,learning_rate
1,12.0,12.0,0.005
2,13.0,12.5,0.005
3,10.0,11.666666666666666,0.005
4,10.0,11.25,0.005
5,10.0,11.0,0.005
6,8.0,10.5,0.005
7,13.0,10.857142857142858,0.005
8,9.0,10.625,0.005
9,12.0,10.777777777777779,0.005
10,12.0,10.9,0.005
11,10.0,10.818181818181818,0.005
12,8.0,10.583333333333334,0.005
13,11.0,10.615384615384615,0.005
14,8.0,10.428571428571429,0.005
15,11.0,10.466666666666667,0.005
16,8.0,10.3125,0.005
17,11.0,10.352941176470589,0.005
18,10.0,10.333333333333334,0.005
19,12.0,10.421052631578947,0.005
20,10.0,10.4,0.005
21,10.0,10.380952380952381,0.005
22,11.0,10.409090909090908,0.005
23,10.0,10.391304347826088,0.005
24,9.0,10.333333333333334,0.005
25,9.0,10.28,0.005
26,13.0,10.384615384615385,0.005
27,12.0,10.444444444444445,0.005
28,9.0,10.392857142857142,0.005
29,10.0,10.379310344827585,0.005
30,11.0,10.4,0.005
31,9.0,10.35483870967742,0.005
32,13.0,10.4375,0.005
33,9.0,10.393939393939394,0.005
34,9.0,10.352941176470589,0.005
35,12.0,10.4,0.005
36,9.0,10.36111111111111,0.005
37,12.0,10.405405405405405,0.005
38,12.0,10.447368421052632,0.005
39,12.0,10.487179487179487,0.005
40,12.0,10.525,0.005
41,10.0,10.512195121951219,0.005
42,17.0,10.666666666666666,0.005
43,10.0,10.651162790697674,0.005
44,9.0,10.613636363636363,0.005
45,13.0,10.666666666666666,0.005
46,11.0,10.673913043478262,0.005
47,12.0,10.702127659574469,0.005
48,9.0,10.666666666666666,0.005
49,10.0,10.653061224489797,0.005
50,10.0,10.64,0.005
51,9.0,10.607843137254902,0.005
52,11.0,10.615384615384615,0.005
53,10.0,10.60377358490566,0.005
54,9.0,10.574074074074074,0.005
55,10.0,10.563636363636364,0.005
56,9.0,10.535714285714286,0.005
57,11.0,10.543859649122806,0.005
58,9.0,10.517241379310345,0.005
59,12.0,10.542372881355933,0.005
60,10.0,10.533333333333333,0.005
61,9.0,10.508196721311476,0.005
62,9.0,10.483870967741936,0.005
63,11.0,10.492063492063492,0.005
64,12.0,10.515625,0.005
65,9.0,10.492307692307692,0.005
66,9.0,10.469696969696969,0.005
67,10.0,10.462686567164178,0.005
68,12.0,10.485294117647058,0.005
69,14.0,10.53623188405797,0.005
70,12.0,10.557142857142857,0.005
71,9.0,10.535211267605634,0.005
72,11.0,10.541666666666666,0.005
73,9.0,10.520547945205479,0.005
74,13.0,10.554054054054054,0.005
75,10.0,10.546666666666667,0.005
76,14.0,10.592105263157896,0.005
77,10.0,10.584415584415584,0.005
78,9.0,10.564102564102564,0.005
79,10.0,10.556962025316455,0.005
80,9.0,10.5375,0.005
81,12.0,10.555555555555555,0.005
82,8.0,10.524390243902438,0.005
83,14.0,10.566265060240964,0.005
84,9.0,10.547619047619047,0.005
85,10.0,10.541176470588235,0.005
86,11.0,10.546511627906977,0.005
87,11.0,10.551724137931034,0.005
88,11.0,10.556818181818182,0.005
89,10.0,10.55056179775281,0.005
90,10.0,10.544444444444444,0.005
91,12.0,10.56043956043956,0.005
92,9.0,10.543478260869565,0.005
93,13.0,10.56989247311828,0.005
94,9.0,10.553191489361701,0.005
95,10.0,10.547368421052632,0.005
96,8.0,10.520833333333334,0.005
97,10.0,10.515463917525773,0.005
98,11.0,10.520408163265307,0.005
99,13.0,10.545454545454545,0.005
100,11.0,10.55,0.005
101,11.0,10.54,0.005
102,15.0,10.56,0.005
103,12.0,10.58,0.005
104,12.0,10.6,0.005
105,20.0,10.7,0.005
106,13.0,10.75,0.005
107,10.0,10.72,0.005
108,14.0,10.77,0.005
109,12.0,10.77,0.005
110,18.0,10.83,0.005
111,12.0,10.85,0.005
112,10.0,10.87,0.005
113,10.0,10.86,0.005
114,9.0,10.87,0.005
115,10.0,10.86,0.005
116,11.0,10.89,0.005
117,16.0,10.94,0.005
118,10.0,10.94,0.005
119,11.0,10.93,0.005
120,8.0,10.91,0.005
121,10.0,10.91,0.005
122,9.0,10.89,0.005
123,8.0,10.87,0.005
124,11.0,10.89,0.005
125,10.0,10.9,0.005
126,9.0,10.86,0.005
127,17.0,10.91,0.005
128,10.0,10.92,0.005
129,8.0,10.9,0.005
130,10.0,10.89,0.005
131,12.0,10.92,0.005
132,11.0,10.9,0.005
133,10.0,10.91,0.005
134,10.0,10.92,0.005
135,9.0,10.89,0.005
136,8.0,10.88,0.005
137,21.0,10.97,0.005
138,12.0,10.97,0.005
139,10.0,10.95,0.005
140,12.0,10.95,0.005
141,8.0,10.93,0.005
