episode,reward,R100
277,15.0,14.44
278,14.0,14.43
279,12.0,14.45
280,12.0,14.44
281,14.0,14.41
282,14.0,14.4
283,14.0,14.4
284,14.0,14.4
285,16.0,14.4
286,13.0,14.41
287,16.0,14.41
288,12.0,14.42
289,16.0,14.4
290,17.0,14.43
291,16.0,14.41
292,12.0,14.39
293,13.0,14.37
294,12.0,14.38
295,16.0,14.36
296,13.0,14.32
297,13.0,14.29
298,15.0,14.3
299,14.0,14.3
300,12.0,14.26
301,16.0,14.25
302,13.0,14.25
303,15.0,14.2
304,14.0,14.19
305,15.0,14.22
306,16.0,14.25
307,13.0,14.25
308,18.0,14.29
309,12.0,14.32
310,17.0,14.27
311,13.0,14.3
312,13.0,14.29
313,15.0,14.3
314,18.0,14.37
315,15.0,14.36
316,15.0,14.36
317,16.0,14.38
318,13.0,14.33
319,14.0,14.35
320,17.0,14.4
321,18.0,14.44
322,15.0,14.43
323,14.0,14.44
324,11.0,14.41
325,12.0,14.38
326,13.0,14.35
327,11.0,14.33
328,13.0,14.32
329,16.0,14.33
330,15.0,14.36
331,14.0,14.39
332,17.0,14.42
333,13.0,14.42
334,12.0,14.38
335,15.0,14.37
336,13.0,14.39
337,15.0,14.38
338,12.0,14.37
339,17.0,14.38
340,13.0,14.4
341,18.0,14.43
342,16.0,14.47
343,15.0,14.45
344,15.0,14.47
345,16.0,14.47
346,12.0,14.43
347,12.0,14.43
348,16.0,14.41
349,17.0,14.47
350,13.0,14.46
351,14.0,14.45
352,15.0,14.46
353,14.0,14.46
354,12.0,14.43
355,13.0,14.43
356,17.0,14.44
357,15.0,14.44
358,12.0,14.42
359,12.0,14.34
360,15.0,14.33
361,11.0,14.31
362,12.0,14.3
363,16.0,14.32
364,14.0,14.29
365,10.0,14.26
366,14.0,14.28
367,11.0,14.24
368,9.0,14.18
369,11.0,14.14
370,12.0,14.08
371,14.0,14.08
372,8.0,14.02
373,9.0,13.94
374,9.0,13.91
375,10.0,13.85
376,12.0,13.83
377,15.0,13.83
378,9.0,13.78
379,10.0,13.76
380,12.0,13.76
381,11.0,13.73
382,16.0,13.75
383,9.0,13.7
384,11.0,13.67
385,10.0,13.61
386,12.0,13.6
387,9.0,13.53
388,12.0,13.53
389,9.0,13.46
390,11.0,13.4
391,11.0,13.35
392,10.0,13.33
393,11.0,13.31
394,12.0,13.31
395,9.0,13.24
396,10.0,13.21
397,10.0,13.18
398,9.0,13.12
399,9.0,13.07
400,13.0,13.08
401,11.0,13.03
402,12.0,13.02
403,12.0,12.99
404,12.0,12.97
405,12.0,12.94
406,10.0,12.88
407,11.0,12.86
408,13.0,12.81
409,12.0,12.81
410,9.0,12.73
411,9.0,12.69
412,10.0,12.66
413,9.0,12.6
414,11.0,12.53
415,10.0,12.48
416,8.0,12.41
417,10.0,12.35
418,10.0,12.32
419,9.0,12.27
420,8.0,12.18
421,15.0,12.15
422,12.0,12.12
423,9.0,12.07
424,9.0,12.05
425,9.0,12.02
426,16.0,12.05
427,13.0,12.07
428,13.0,12.07
429,11.0,12.02
430,10.0,11.97
431,12.0,11.95
432,12.0,11.9
433,10.0,11.87
434,11.0,11.86
435,12.0,11.83
436,11.0,11.81
437,11.0,11.77
438,12.0,11.77
439,9.0,11.69
440,10.0,11.66
441,9.0,11.57
442,8.0,11.49
443,14.0,11.48
444,10.0,11.43
445,13.0,11.4
446,8.0,11.36
447,9.0,11.33
448,11.0,11.28
449,10.0,11.21
450,11.0,11.19
451,10.0,11.15
452,8.0,11.08
453,10.0,11.04
454,10.0,11.02
455,9.0,10.98
456,9.0,10.9
457,9.0,10.84
458,9.0,10.81
459,17.0,10.86
460,11.0,10.82
461,10.0,10.81
462,13.0,10.82
463,10.0,10.76
464,13.0,10.75
465,11.0,10.76
466,11.0,10.73
467,10.0,10.72
468,9.0,10.72
469,9.0,10.7
470,14.0,10.72
471,10.0,10.68
472,10.0,10.7
473,10.0,10.71
474,9.0,10.71
475,9.0,10.7
476,11.0,10.69
477,10.0,10.64
478,10.0,10.65
479,9.0,10.64
480,10.0,10.62
481,12.0,10.63
482,18.0,10.65
483,13.0,10.69
484,10.0,10.68
485,9.0,10.67
486,9.0,10.64
487,9.0,10.64
488,12.0,10.64
489,11.0,10.66
490,9.0,10.64
491,12.0,10.65
492,10.0,10.65
493,10.0,10.64
494,10.0,10.62
495,10.0,10.63
496,10.0,10.63
497,9.0,10.62
498,14.0,10.67
499,10.0,10.68
500,11.0,10.66
501,8.0,10.63
502,9.0,10.6
503,11.0,10.59
504,11.0,10.58
505,10.0,10.56
506,10.0,10.56
507,9.0,10.54
508,13.0,10.54
509,11.0,10.53
510,9.0,10.53
511,12.0,10.56
512,10.0,10.56
513,23.0,10.7
514,14.0,10.73
515,10.0,10.73
516,15.0,10.8
517,10.0,10.8
518,9.0,10.79
519,10.0,10.8
520,12.0,10.84
521,9.0,10.78
522,10.0,10.76
523,10.0,10.77
524,10.0,10.78
525,10.0,10.79
526,12.0,10.75
527,11.0,10.73
528,10.0,10.7
529,11.0,10.7
530,10.0,10.7
531,8.0,10.66
532,11.0,10.65
533,9.0,10.64
534,9.0,10.62
535,9.0,10.59
536,10.0,10.58
537,8.0,10.55
538,12.0,10.55
539,12.0,10.58
540,11.0,10.59
541,11.0,10.61
542,11.0,10.64
543,14.0,10.64
544,11.0,10.65
545,11.0,10.63
546,10.0,10.65
547,11.0,10.67
548,11.0,10.67
549,11.0,10.68
550,16.0,10.73
551,12.0,10.75
552,10.0,10.77
553,10.0,10.77
554,11.0,10.78
555,13.0,10.82
556,12.0,10.85
557,10.0,10.86
558,11.0,10.88
559,16.0,10.87
560,10.0,10.86
561,12.0,10.88
562,11.0,10.86
563,11.0,10.87
564,14.0,10.88
565,12.0,10.89
566,10.0,10.88
567,13.0,10.91
568,11.0,10.93
569,11.0,10.95
570,11.0,10.92
571,13.0,10.95
572,11.0,10.96
573,14.0,11.0
574,11.0,11.02
575,14.0,11.07
576,13.0,11.09
577,10.0,11.09
578,12.0,11.11
579,13.0,11.15
580,13.0,11.18
581,14.0,11.2
582,14.0,11.16
583,16.0,11.19
584,9.0,11.18
585,9.0,11.18
586,13.0,11.22
587,12.0,11.25
588,20.0,11.33
589,12.0,11.34
590,13.0,11.38
591,14.0,11.4
592,13.0,11.43
593,12.0,11.45
594,16.0,11.51
595,13.0,11.54
596,14.0,11.58
597,17.0,11.66
598,11.0,11.63
599,11.0,11.64
600,10.0,11.63
601,14.0,11.69
602,11.0,11.71
603,12.0,11.72
604,16.0,11.77
605,13.0,11.8
606,16.0,11.86
607,16.0,11.93
608,12.0,11.92
609,14.0,11.95
610,16.0,12.02
611,14.0,12.04
612,14.0,12.08
613,12.0,11.97
614,16.0,11.99
615,10.0,11.99
616,11.0,11.95
617,13.0,11.98
618,12.0,12.01
619,18.0,12.09
620,16.0,12.13
621,15.0,12.19
622,17.0,12.26
623,19.0,12.35
624,12.0,12.37
625,15.0,12.42
626,12.0,12.42
627,18.0,12.49
628,15.0,12.54
629,16.0,12.59
630,17.0,12.66
631,12.0,12.7
632,13.0,12.72
633,22.0,12.85
634,14.0,12.9
635,14.0,12.95
636,15.0,13.0
637,11.0,13.03
638,15.0,13.06
639,23.0,13.17
640,16.0,13.22
641,23.0,13.34
642,23.0,13.46
643,34.0,13.66
644,15.0,13.7
645,24.0,13.83
646,24.0,13.97
647,20.0,14.06
648,19.0,14.14
649,15.0,14.18
650,21.0,14.23
651,16.0,14.27
652,18.0,14.35
653,21.0,14.46
654,20.0,14.55
655,18.0,14.6
656,20.0,14.68
657,16.0,14.74
658,22.0,14.85
659,21.0,14.9
660,22.0,15.02
661,30.0,15.2
662,44.0,15.53
663,26.0,15.68
664,30.0,15.84
665,25.0,15.97
666,35.0,16.22
667,57.0,16.66
668,48.0,17.03
669,74.0,17.66
670,109.0,18.64
671,53.0,19.04
672,28.0,19.21
673,47.0,19.54
674,43.0,19.86
675,30.0,20.02
676,45.0,20.34
677,41.0,20.65
678,25.0,20.78
679,18.0,20.83
680,16.0,20.86
681,19.0,20.91
682,15.0,20.92
683,17.0,20.93
684,20.0,21.04
685,17.0,21.12
686,18.0,21.17
687,20.0,21.25
688,12.0,21.17
689,18.0,21.23
690,17.0,21.27
691,18.0,21.31
692,15.0,21.33
693,12.0,21.33
694,11.0,21.28
695,15.0,21.3
696,12.0,21.28
697,12.0,21.23
698,16.0,21.28
699,12.0,21.29
700,14.0,21.33
701,11.0,21.3
702,11.0,21.3
703,11.0,21.29
704,9.0,21.22
705,11.0,21.2
706,13.0,21.17
707,10.0,21.11
708,10.0,21.09
709,12.0,21.07
710,11.0,21.02
711,11.0,20.99
712,9.0,20.94
713,10.0,20.92
714,10.0,20.86
715,14.0,20.9
716,10.0,20.89
717,9.0,20.85
718,9.0,20.82
719,9.0,20.73
720,10.0,20.67
721,9.0,20.61
722,10.0,20.54
723,10.0,20.45
724,11.0,20.44
725,9.0,20.38
726,10.0,20.36
727,13.0,20.31
728,9.0,20.25
729,11.0,20.2
730,8.0,20.11
731,9.0,20.08
732,12.0,20.07
733,13.0,19.98
734,8.0,19.92
735,9.0,19.87
736,11.0,19.83
737,10.0,19.82
738,9.0,19.76
739,10.0,19.63
740,9.0,19.56
741,12.0,19.45
742,9.0,19.31
743,8.0,19.05
744,10.0,19.0
745,12.0,18.88
746,11.0,18.75
747,9.0,18.64
748,10.0,18.55
749,8.0,18.48
750,15.0,18.42
751,8.0,18.34
752,9.0,18.25
753,10.0,18.14
754,9.0,18.03
755,9.0,17.94
756,11.0,17.85
757,12.0,17.81
758,12.0,17.71
759,9.0,17.59
760,10.0,17.47
761,11.0,17.28
762,13.0,16.97
763,12.0,16.83
764,17.0,16.7
765,11.0,16.56
766,10.0,16.31
767,14.0,15.88
768,9.0,15.49
769,14.0,14.89
770,10.0,13.9
771,11.0,13.48
772,18.0,13.38
773,12.0,13.03
774,23.0,12.83
775,14.0,12.67
776,17.0,12.39
777,16.0,12.14
778,17.0,12.06
779,27.0,12.15
780,21.0,12.2
781,20.0,12.21
782,28.0,12.34
783,25.0,12.42
784,15.0,12.37
785,19.0,12.39
786,21.0,12.42
787,20.0,12.42
788,23.0,12.53
789,25.0,12.6
790,32.0,12.75
791,34.0,12.91
792,19.0,12.95
793,25.0,13.08
794,29.0,13.26
795,36.0,13.47
796,19.0,13.54
797,18.0,13.6
798,20.0,13.64
799,18.0,13.7
800,26.0,13.82
801,18.0,13.89
802,37.0,14.15
803,15.0,14.19
804,20.0,14.3
805,27.0,14.46
806,27.0,14.6
807,16.0,14.66
808,26.0,14.82
809,26.0,14.96
810,37.0,15.22
811,27.0,15.38
812,27.0,15.56
813,33.0,15.79
814,24.0,15.93
815,40.0,16.19
816,38.0,16.47
817,33.0,16.71
818,30.0,16.92
819,31.0,17.14
820,56.0,17.6
821,39.0,17.9
822,77.0,18.57
823,80.0,19.27
824,40.0,19.56
825,70.0,20.17
826,33.0,20.4
827,19.0,20.46
828,25.0,20.62
829,34.0,20.85
830,21.0,20.98
831,34.0,21.23
832,25.0,21.36
833,36.0,21.59
834,60.0,22.11
835,26.0,22.28
836,129.0,23.46
837,45.0,23.81
838,39.0,24.11
839,63.0,24.64
840,35.0,24.9
841,70.0,25.48
842,41.0,25.8
843,46.0,26.18
844,43.0,26.51
845,43.0,26.82
846,33.0,27.04
847,68.0,27.63
848,53.0,28.06
849,62.0,28.6
850,73.0,29.18
851,59.0,29.69
852,41.0,30.01
853,57.0,30.48
854,40.0,30.79
855,58.0,31.28
856,55.0,31.72
857,45.0,32.05
858,52.0,32.45
859,77.0,33.13
860,37.0,33.4
861,36.0,33.65
862,43.0,33.95
863,84.0,34.67
864,48.0,34.98
865,72.0,35.59
866,54.0,36.03
867,35.0,36.24
868,33.0,36.48
869,81.0,37.15
870,48.0,37.53
871,59.0,38.01
872,51.0,38.34
873,47.0,38.69
874,35.0,38.81
875,56.0,39.23
876,47.0,39.53
877,58.0,39.95
878,62.0,40.4
879,37.0,40.5
880,40.0,40.69
881,73.0,41.22
882,61.0,41.55
883,52.0,41.82
884,68.0,42.35
885,37.0,42.53
886,68.0,43.0
887,67.0,43.47
888,48.0,43.72
889,50.0,43.97
890,84.0,44.49
891,55.0,44.7
892,44.0,44.95
893,50.0,45.2
894,68.0,45.59
895,63.0,45.86
896,96.0,46.63
897,76.0,47.21
898,78.0,47.79
899,61.0,48.22
900,80.0,48.76
901,53.0,49.11
902,66.0,49.4
903,55.0,49.8
904,60.0,50.2
905,92.0,50.85
906,64.0,51.22
907,42.0,51.48
908,79.0,52.01
909,69.0,52.44
910,129.0,53.36
911,48.0,53.57
912,38.0,53.68
913,60.0,53.95
914,65.0,54.36
915,82.0,54.78
916,53.0,54.93
917,58.0,55.18
918,71.0,55.59
919,69.0,55.97
920,66.0,56.07
921,57.0,56.25
922,35.0,55.83
923,48.0,55.51
924,78.0,55.89
925,65.0,55.84
926,48.0,55.99
927,90.0,56.7
928,54.0,56.99
929,76.0,57.41
930,100.0,58.2
931,47.0,58.33
932,71.0,58.79
933,81.0,59.24
934,98.0,59.62
935,50.0,59.86
936,74.0,59.31
937,155.0,60.41
938,166.0,61.68
939,128.0,62.33
940,58.0,62.56
941,107.0,62.93
942,54.0,63.06
943,44.0,63.04
944,78.0,63.39
945,69.0,63.65
946,56.0,63.88
947,59.0,63.79
948,100.0,64.26
949,84.0,64.48
950,64.0,64.39
951,75.0,64.55
952,66.0,64.8
953,69.0,64.92
954,154.0,66.06
955,66.0,66.14
956,58.0,66.17
957,76.0,66.48
958,215.0,68.11
959,49.0,67.83
960,91.0,68.37
961,54.0,68.55
962,86.0,68.98
963,59.0,68.73
964,88.0,69.13
965,101.0,69.42
966,85.0,69.73
967,155.0,70.93
968,67.0,71.27
969,307.0,73.53
970,174.0,74.79
971,187.0,76.07
972,62.0,76.18
973,171.0,77.42
974,70.0,77.77
975,133.0,78.54
976,91.0,78.98
977,78.0,79.18
978,71.0,79.27
979,68.0,79.58
980,68.0,79.86
981,142.0,80.55
982,74.0,80.68
983,116.0,81.32
984,90.0,81.54
985,63.0,81.8
986,147.0,82.59
987,53.0,82.45
988,76.0,82.73
989,115.0,83.38
990,116.0,83.7
991,95.0,84.1
992,58.0,84.24
993,71.0,84.45
994,155.0,85.32
995,136.0,86.05
996,64.0,85.73
997,102.0,85.99
998,81.0,86.02
999,52.0,85.93
1000,85.0,85.98
1001,82.0,86.27
1002,98.0,86.59
1003,98.0,87.02
1004,141.0,87.83
1005,191.0,88.82
1006,55.0,88.73
1007,208.0,90.39
1008,108.0,90.68
1009,69.0,90.68
1010,64.0,90.03
1011,137.0,90.92
1012,182.0,92.36
1013,97.0,92.73
1014,109.0,93.17
1015,252.0,94.87
1016,61.0,94.95
1017,299.0,97.36
1018,144.0,98.09
1019,112.0,98.52
1020,136.0,99.22
1021,65.0,99.3
1022,116.0,100.11
1023,133.0,100.96
1024,163.0,101.81
1025,153.0,102.69
1026,210.0,104.31
1027,121.0,104.62
1028,205.0,106.13
1029,323.0,108.6
1030,103.0,108.63
1031,117.0,109.33
1032,341.0,112.03
1033,153.0,112.75
1034,107.0,112.84
1035,159.0,113.93
1036,127.0,114.46
1037,284.0,115.75
1038,136.0,115.45
1039,184.0,116.01
1040,147.0,116.9
1041,117.0,117.0
1042,207.0,118.53
1043,209.0,120.18
1044,321.0,122.61
1045,175.0,123.67
1046,286.0,125.97
1047,408.0,129.46
1048,236.0,130.82
1049,144.0,131.42
1050,129.0,132.07
1051,127.0,132.59
1052,145.0,133.38
1053,184.0,134.53
1054,220.0,135.19
1055,181.0,136.34
1056,203.0,137.79
1057,317.0,140.2
1058,181.0,139.86
1059,369.0,143.06
1060,208.0,144.23
1061,175.0,145.44
1062,386.0,148.44
1063,115.0,149.0
1064,149.0,149.61
1065,168.0,150.28
1066,185.0,151.28
1067,234.0,152.07
1068,185.0,153.25
1069,140.0,151.58
1070,187.0,151.71
1071,192.0,151.76
1072,284.0,153.98
1073,154.0,153.81
1074,324.0,156.35
1075,254.0,157.56
1076,192.0,158.57
1077,163.0,159.42
1078,262.0,161.33
1079,223.0,162.88
1080,190.0,164.1
1081,282.0,165.5
1082,366.0,168.42
1083,304.0,170.3
1084,167.0,171.07
1085,249.0,172.93
1086,200.0,173.46
1087,323.0,176.16
1088,284.0,178.24
1089,293.0,180.02
1090,175.0,180.61
1091,262.0,182.28
1092,229.0,183.99
1093,167.0,184.95
1094,220.0,185.6
1095,210.0,186.34
1096,190.0,187.6
1097,179.0,188.37
1098,161.0,189.17
1099,291.0,191.56
1100,305.0,193.76
1101,262.0,195.56
1102,494.0,199.52
1103,277.0,201.31
1104,229.0,202.19
1105,212.0,202.4
1106,207.0,203.92
1107,294.0,204.78
1108,186.0,205.56
1109,231.0,207.18
1110,273.0,209.27
1111,293.0,210.83
1112,315.0,212.16
1113,186.0,213.05
1114,461.0,216.57
1115,318.0,217.23
1116,351.0,220.13
1117,241.0,219.55
1118,500.0,223.11
1119,291.0,224.9
1120,185.0,225.39
1121,268.0,227.42
1122,263.0,228.89
1123,220.0,229.76
1124,243.0,230.56
1125,229.0,231.32
1126,220.0,231.42
1127,282.0,233.03
1128,403.0,235.01
1129,228.0,234.06
1130,431.0,237.34
1131,223.0,238.4
1132,200.0,236.99
1133,375.0,239.21
1134,323.0,241.37
1135,338.0,243.16
1136,206.0,243.95
1137,294.0,244.05
1138,500.0,247.69
1139,500.0,250.85
1140,243.0,251.81
1141,258.0,253.22
1142,258.0,253.73
1143,460.0,256.24
1144,446.0,257.49
1145,226.0,258.0
1146,304.0,258.18
1147,332.0,257.42
1148,235.0,257.41
1149,349.0,259.46
1150,288.0,261.05
1151,500.0,264.78
1152,273.0,266.06
1153,310.0,267.32
1154,245.0,267.57
1155,449.0,270.25
1156,252.0,270.74
1157,273.0,270.3
1158,500.0,273.49
1159,285.0,272.65
1160,243.0,273.0
1161,216.0,273.41
1162,258.0,272.13
1163,292.0,273.9
1164,390.0,276.31
1165,299.0,277.62
1166,208.0,277.85
1167,257.0,278.08
1168,427.0,280.5
1169,382.0,282.92
1170,297.0,284.02
1171,201.0,284.11
1172,240.0,283.67
1173,337.0,285.5
1174,234.0,284.6
1175,326.0,285.32
1176,251.0,285.91
1177,303.0,287.31
1178,486.0,289.55
1179,236.0,289.68
1180,323.0,291.01
1181,269.0,290.88
1182,188.0,289.1
1183,500.0,291.06
1184,345.0,292.84
1185,239.0,292.74
1186,210.0,292.84
1187,218.0,291.79
1188,250.0,291.45
1189,212.0,290.64
1190,278.0,291.67
1191,194.0,290.99
1192,246.0,291.16
1193,250.0,291.99
1194,346.0,293.25
1195,500.0,296.15
1196,330.0,297.55
1197,210.0,297.86
1198,343.0,299.68
1199,227.0,299.04
1200,367.0,299.66
1201,500.0,302.04
1202,236.0,299.46
1203,263.0,299.32
1204,320.0,300.23
1205,500.0,303.11
1206,232.0,303.36
1207,255.0,302.97
1208,257.0,303.68
1209,420.0,305.57
1210,292.0,305.76
1211,285.0,305.68
1212,259.0,305.12
1213,310.0,306.36
1214,225.0,304.0
1215,500.0,305.82
1216,469.0,307.0
1217,429.0,308.88
1218,390.0,307.78
1219,309.0,307.96
1220,304.0,309.15
1221,249.0,308.96
1222,401.0,310.34
1223,461.0,312.75
1224,244.0,312.76
1225,277.0,313.24
1226,318.0,314.22
1227,500.0,316.4
1228,390.0,316.27
1229,250.0,316.49
1230,263.0,314.81
1231,500.0,317.58
1232,242.0,318.0
1233,210.0,316.35
1234,500.0,318.12
1235,215.0,316.89
1236,442.0,319.25
1237,418.0,320.49
1238,500.0,320.49
1239,476.0,320.25
1240,346.0,321.28
1241,498.0,323.68
1242,500.0,326.1
1243,399.0,325.49
1244,500.0,326.03
1245,385.0,327.62
1246,500.0,329.58
1247,367.0,329.93
1248,282.0,330.4
1249,355.0,330.46
1250,414.0,331.72
1251,278.0,329.5
1252,493.0,331.7
1253,415.0,332.75
1254,265.0,332.95
1255,392.0,332.38
1256,378.0,333.64
1257,495.0,335.86
1258,432.0,335.18
1259,208.0,334.41
1260,425.0,336.23
1261,488.0,338.95
1262,307.0,339.44
1263,340.0,339.92
1264,499.0,341.01
1265,258.0,340.6
1266,498.0,343.5
1267,500.0,345.93
1268,281.0,344.47
1269,236.0,343.01
1270,447.0,344.51
1271,500.0,347.5
1272,315.0,348.25
1273,344.0,348.32
1274,209.0,348.07
1275,320.0,348.01
1276,270.0,348.2
1277,428.0,349.45
1278,500.0,349.59
1279,327.0,350.5
1280,364.0,350.91
1281,340.0,351.62
1282,327.0,353.01
1283,500.0,353.01
1284,284.0,352.4
1285,211.0,352.12
1286,277.0,352.79
1287,500.0,355.61
1288,493.0,358.04
1289,500.0,360.92
1290,320.0,361.34
1291,500.0,364.4
1292,207.0,364.01
1293,324.0,364.75
1294,500.0,366.29
1295,500.0,366.29
1296,500.0,367.99
1297,271.0,368.6
1298,500.0,370.17
1299,500.0,372.9
1300,500.0,374.23
1301,348.0,372.71
1302,311.0,373.46
1303,433.0,375.16
1304,219.0,374.15
1305,420.0,373.35
1306,233.0,373.36
1307,343.0,374.24
1308,357.0,375.24
1309,262.0,373.66
1310,347.0,374.21
1311,500.0,376.36
1312,342.0,377.19
1313,500.0,379.09
1314,193.0,378.77
1315,328.0,377.05
1316,375.0,376.11
1317,355.0,375.37
1318,202.0,373.49
1319,410.0,374.5
1320,347.0,374.93
1321,500.0,377.44
1322,314.0,376.57
1323,410.0,376.06
1324,374.0,377.36
1325,234.0,376.93
1326,500.0,378.75
1327,440.0,378.15
1328,287.0,377.12
1329,500.0,379.62
1330,420.0,381.19
1331,266.0,378.85
1332,226.0,378.69
1333,494.0,381.53
