episode,reward,R100
791,220.0,132.53
792,204.0,133.79
793,210.0,134.82
794,235.0,136.22
795,226.0,137.52
796,216.0,138.68
797,200.0,139.7
798,219.0,140.84
799,221.0,141.99
800,215.0,143.04
801,231.0,144.35
802,216.0,145.63
803,275.0,147.41
804,258.0,149.03
805,221.0,150.22
806,196.0,151.19
807,201.0,152.22
808,189.0,153.14
809,217.0,155.18
810,204.0,156.27
811,266.0,157.93
812,221.0,159.11
813,215.0,160.26
814,204.0,161.95
815,206.0,163.04
816,206.0,164.1
817,206.0,165.35
818,233.0,167.11
819,216.0,168.28
820,215.0,169.47
821,203.0,170.55
822,216.0,171.7
823,196.0,172.66
824,187.0,173.92
825,206.0,174.94
826,207.0,176.06
827,219.0,177.22
828,208.0,178.21
829,224.0,179.39
830,233.0,180.76
831,210.0,182.17
832,233.0,183.58
833,209.0,184.75
834,215.0,185.97
835,209.0,187.11
836,228.0,188.42
837,221.0,189.63
838,238.0,191.1
839,221.0,192.35
840,244.0,193.84
841,243.0,195.33
842,267.0,196.57
843,276.0,198.36
844,317.0,200.57
845,330.0,202.84
846,298.0,204.88
847,281.0,206.76
848,291.0,208.75
849,299.0,210.81
850,322.0,212.72
851,325.0,214.99
852,321.0,217.59
853,330.0,219.39
854,341.0,221.78
855,346.0,224.25
856,336.0,226.68
857,500.0,230.64
858,500.0,234.15
859,500.0,237.48
860,500.0,240.96
861,500.0,244.37
862,471.0,247.44
863,489.0,250.26
864,483.0,254.02
865,458.0,256.16
866,462.0,258.35
867,483.0,258.18
868,500.0,260.04
869,441.0,262.66
870,500.0,265.89
871,500.0,268.6
872,500.0,271.45
873,500.0,274.61
874,500.0,277.92
875,500.0,281.14
876,500.0,284.55
877,500.0,287.55
878,500.0,290.75
879,500.0,293.91
880,500.0,296.87
881,500.0,299.79
882,500.0,303.01
883,500.0,305.75
884,500.0,308.78
885,500.0,311.58
886,500.0,314.71
887,500.0,317.61
888,500.0,320.4
889,500.0,323.28
890,500.0,325.99
891,500.0,328.79
892,500.0,331.75
893,500.0,334.65
894,441.0,336.71
895,500.0,339.45
896,452.0,341.81
897,500.0,344.81
898,500.0,347.62
899,500.0,350.41
900,412.0,352.38
901,500.0,355.07
902,500.0,357.91
903,500.0,360.16
904,500.0,362.58
905,500.0,365.37
906,500.0,368.41
907,500.0,371.4
908,437.0,373.88
909,493.0,376.64
910,465.0,379.25
911,393.0,380.52
912,394.0,382.25
913,407.0,384.17
914,432.0,386.45
915,483.0,389.22
916,414.0,391.3
917,486.0,394.1
918,435.0,396.12
919,500.0,398.96
920,500.0,401.81
921,500.0,404.78
922,500.0,407.62
923,500.0,410.66
924,500.0,413.79
925,500.0,416.73
926,500.0,419.66
927,500.0,422.47
928,500.0,425.39
929,500.0,428.15
930,500.0,430.82
931,500.0,433.72
932,500.0,436.39
933,500.0,439.3
934,500.0,442.15
935,500.0,445.06
936,500.0,447.78
937,500.0,450.57
938,500.0,453.19
939,500.0,455.98
940,500.0,458.54
941,500.0,461.11
942,500.0,463.44
943,500.0,465.68
944,500.0,467.51
945,500.0,469.21
946,500.0,471.23
947,500.0,473.42
948,500.0,475.51
