episode,reward,R100
1,14.0,14.0
2,19.0,16.5
3,16.0,16.333333333333332
4,14.0,15.75
5,17.0,16.0
6,11.0,15.166666666666666
7,17.0,15.428571428571429
8,15.0,15.375
9,9.0,14.666666666666666
10,18.0,15.0
11,15.0,15.0
12,12.0,14.75
13,12.0,14.538461538461538
14,18.0,14.785714285714286
15,17.0,14.933333333333334
16,12.0,14.75
17,12.0,14.588235294117647
18,14.0,14.555555555555555
19,15.0,14.578947368421053
20,16.0,14.65
21,18.0,14.80952380952381
22,13.0,14.727272727272727
23,13.0,14.652173913043478
24,12.0,14.541666666666666
25,14.0,14.52
26,14.0,14.5
27,19.0,14.666666666666666
28,11.0,14.535714285714286
29,15.0,14.551724137931034
30,16.0,14.6
31,16.0,14.64516129032258
32,16.0,14.6875
33,12.0,14.606060606060606
34,12.0,14.529411764705882
35,14.0,14.514285714285714
36,12.0,14.444444444444445
37,16.0,14.486486486486486
38,11.0,14.394736842105264
39,13.0,14.35897435897436
40,14.0,14.35
41,13.0,14.317073170731707
42,18.0,14.404761904761905
43,15.0,14.418604651162791
44,20.0,14.545454545454545
45,9.0,14.422222222222222
46,14.0,14.41304347826087
47,15.0,14.425531914893616
48,18.0,14.5
49,16.0,14.53061224489796
50,17.0,14.58
51,15.0,14.588235294117647
52,20.0,14.692307692307692
53,16.0,14.716981132075471
54,16.0,14.74074074074074
55,15.0,14.745454545454546
56,11.0,14.678571428571429
57,16.0,14.701754385964913
58,14.0,14.689655172413794
59,11.0,14.627118644067796
60,15.0,14.633333333333333
61,12.0,14.59016393442623
62,11.0,14.53225806451613
63,18.0,14.587301587301587
64,15.0,14.59375
65,13.0,14.569230769230769
66,12.0,14.530303030303031
67,15.0,14.537313432835822
68,15.0,14.544117647058824
69,16.0,14.565217391304348
70,19.0,14.628571428571428
71,14.0,14.619718309859154
72,15.0,14.625
73,13.0,14.602739726027398
74,11.0,14.554054054054054
75,18.0,14.6
76,14.0,14.592105263157896
77,16.0,14.61038961038961
78,16.0,14.628205128205128
79,15.0,14.632911392405063
80,13.0,14.6125
81,13.0,14.592592592592593
82,15.0,14.597560975609756
83,14.0,14.590361445783133
84,14.0,14.583333333333334
85,15.0,14.588235294117647
86,10.0,14.534883720930232
87,11.0,14.494252873563218
88,13.0,14.477272727272727
89,15.0,14.48314606741573
90,14.0,14.477777777777778
91,17.0,14.505494505494505
92,13.0,14.48913043478261
