episode,reward,R100
442,9.0,10.68
443,9.0,10.67
444,9.0,10.67
445,12.0,10.66
446,11.0,10.68
447,9.0,10.68
448,10.0,10.7
449,12.0,10.73
450,8.0,10.69
451,13.0,10.72
452,12.0,10.76
453,11.0,10.75
454,12.0,10.76
455,11.0,10.77
456,12.0,10.8
457,9.0,10.77
458,11.0,10.78
459,8.0,10.72
460,9.0,10.71
461,9.0,10.71
462,22.0,10.82
463,11.0,10.83
464,8.0,10.77
465,10.0,10.73
466,15.0,10.78
467,9.0,10.77
468,12.0,10.78
469,10.0,10.77
470,12.0,10.79
471,11.0,10.78
472,10.0,10.8
473,10.0,10.77
474,17.0,10.78
475,10.0,10.79
476,16.0,10.84
477,13.0,10.87
478,10.0,10.86
479,10.0,10.86
480,11.0,10.88
481,10.0,10.83
482,16.0,10.89
483,10.0,10.83
484,11.0,10.84
485,10.0,10.86
486,10.0,10.82
487,8.0,10.78
488,11.0,10.79
489,10.0,10.8
490,9.0,10.78
491,11.0,10.76
492,10.0,10.76
493,12.0,10.79
494,9.0,10.77
495,10.0,10.78
496,10.0,10.78
497,10.0,10.8
498,17.0,10.88
499,9.0,10.88
500,11.0,10.89
501,11.0,10.92
502,10.0,10.92
503,10.0,10.92
504,13.0,10.96
505,25.0,11.11
506,10.0,11.12
507,8.0,11.09
508,26.0,11.24
509,14.0,11.27
510,35.0,11.51
511,33.0,11.72
512,15.0,11.75
513,31.0,11.97
514,18.0,12.05
515,64.0,12.61
516,30.0,12.81
517,88.0,13.59
518,26.0,13.73
519,43.0,14.02
520,62.0,14.53
521,66.0,15.08
522,175.0,16.73
523,57.0,17.12
524,36.0,17.39
525,51.0,17.78
526,96.0,18.64
527,99.0,19.54
528,47.0,19.92
529,101.0,20.8
530,78.0,21.46
531,107.0,22.44
532,78.0,23.11
533,102.0,24.02
534,40.0,24.31
535,87.0,25.05
536,78.0,25.73
537,103.0,26.66
538,140.0,27.94
539,86.0,28.7
540,92.0,29.48
541,106.0,30.44
542,139.0,31.74
543,115.0,32.8
544,158.0,34.29
545,201.0,36.18
546,119.0,37.26
547,184.0,39.01
548,104.0,39.95
549,156.0,41.39
550,203.0,43.34
551,77.0,43.98
552,157.0,45.43
553,117.0,46.49
554,214.0,48.51
555,500.0,53.4
556,252.0,55.8
557,252.0,58.23
558,500.0,63.12
559,313.0,66.17
560,500.0,71.08
561,278.0,73.77
562,500.0,78.55
563,431.0,82.75
564,391.0,86.58
565,318.0,89.66
566,370.0,93.21
567,288.0,96.0
568,202.0,97.9
569,343.0,101.23
570,191.0,103.02
571,238.0,105.29
572,237.0,107.56
573,202.0,109.48
574,231.0,111.62
575,204.0,113.56
576,323.0,116.63
577,245.0,118.95
578,500.0,123.85
579,249.0,126.24
580,177.0,127.9
581,500.0,132.8
582,344.0,136.08
583,228.0,138.26
584,310.0,141.25
585,241.0,143.56
586,211.0,145.57
587,191.0,147.4
588,202.0,149.31
589,192.0,151.13
590,336.0,154.4
591,199.0,156.28
592,229.0,158.47
593,301.0,161.36
594,301.0,164.28
595,213.0,166.31
596,243.0,168.64
597,259.0,171.13
598,358.0,174.54
599,271.0,177.16
600,307.0,180.12
601,160.0,181.61
602,275.0,184.26
603,430.0,188.46
604,194.0,190.27
605,170.0,191.72
606,375.0,195.37
607,268.0,197.97
608,218.0,199.89
609,341.0,203.16
610,306.0,205.87
611,153.0,207.07
612,436.0,211.28
613,310.0,214.07
614,367.0,217.56
615,247.0,219.39
616,266.0,221.75
617,259.0,223.46
618,188.0,225.08
619,358.0,228.23
620,250.0,230.11
621,209.0,231.54
622,402.0,233.81
623,241.0,235.65
624,246.0,237.75
625,319.0,240.43
626,383.0,243.3
627,500.0,247.31
628,178.0,248.62
629,285.0,250.46
630,188.0,251.56
631,271.0,253.2
632,215.0,254.57
633,500.0,258.55
634,400.0,262.15
635,258.0,263.86
636,381.0,266.89
637,256.0,268.42
638,429.0,271.31
639,242.0,272.87
640,461.0,276.56
