episode,reward,R100
1,11.0,11.0
2,21.0,16.0
3,13.0,15.0
4,12.0,14.25
5,21.0,15.6
6,17.0,15.833333333333334
7,29.0,17.714285714285715
8,11.0,16.875
9,30.0,18.333333333333332
10,12.0,17.7
11,17.0,17.636363636363637
12,15.0,17.416666666666668
13,31.0,18.46153846153846
14,14.0,18.142857142857142
15,44.0,19.866666666666667
16,14.0,19.5
17,20.0,19.529411764705884
18,13.0,19.166666666666668
19,12.0,18.789473684210527
20,17.0,18.7
21,14.0,18.476190476190474
22,28.0,18.90909090909091
23,20.0,18.956521739130434
24,18.0,18.916666666666668
25,17.0,18.84
26,28.0,19.192307692307693
27,13.0,18.962962962962962
28,23.0,19.107142857142858
29,15.0,18.96551724137931
30,16.0,18.866666666666667
31,12.0,18.64516129032258
32,23.0,18.78125
33,23.0,18.90909090909091
34,9.0,18.61764705882353
35,27.0,18.857142857142858
36,16.0,18.77777777777778
37,17.0,18.72972972972973
38,19.0,18.736842105263158
39,10.0,18.512820512820515
40,34.0,18.9
41,31.0,19.195121951219512
42,13.0,19.047619047619047
43,26.0,19.209302325581394
44,40.0,19.681818181818183
45,25.0,19.8
46,12.0,19.630434782608695
47,10.0,19.425531914893618
48,17.0,19.375
49,52.0,20.040816326530614
50,19.0,20.02
51,13.0,19.88235294117647
52,10.0,19.692307692307693
53,20.0,19.69811320754717
54,13.0,19.574074074074073
55,12.0,19.436363636363637
56,12.0,19.303571428571427
57,14.0,19.210526315789473
58,10.0,19.051724137931036
59,14.0,18.966101694915253
60,23.0,19.033333333333335
61,12.0,18.918032786885245
62,12.0,18.806451612903224
63,15.0,18.746031746031747
64,14.0,18.671875
65,17.0,18.646153846153847
66,12.0,18.545454545454547
67,16.0,18.507462686567163
68,19.0,18.514705882352942
69,24.0,18.594202898550726
70,26.0,18.7
71,16.0,18.661971830985916
72,20.0,18.680555555555557
73,10.0,18.561643835616437
74,32.0,18.743243243243242
75,22.0,18.786666666666665
76,12.0,18.69736842105263
77,21.0,18.727272727272727
78,10.0,18.615384615384617
79,16.0,18.582278481012658
80,15.0,18.5375
81,16.0,18.506172839506174
82,17.0,18.48780487804878
83,13.0,18.42168674698795
84,18.0,18.416666666666668
85,13.0,18.352941176470587
86,19.0,18.36046511627907
87,16.0,18.333333333333332
88,14.0,18.28409090909091
89,17.0,18.269662921348313
90,19.0,18.27777777777778
91,18.0,18.274725274725274
92,40.0,18.51086956521739
93,12.0,18.440860215053764
94,25.0,18.51063829787234
95,14.0,18.46315789473684
96,21.0,18.489583333333332
97,13.0,18.432989690721648
98,12.0,18.367346938775512
99,12.0,18.303030303030305
100,16.0,18.28
101,17.0,18.34
102,24.0,18.37
103,12.0,18.36
104,14.0,18.38
105,20.0,18.37
106,16.0,18.36
107,15.0,18.22
108,19.0,18.3
109,13.0,18.13
110,37.0,18.38
111,30.0,18.51
112,12.0,18.48
113,15.0,18.32
114,19.0,18.37
115,12.0,18.05
116,16.0,18.07
117,11.0,17.98
118,14.0,17.99
119,14.0,18.01
120,15.0,17.99
121,13.0,17.98
122,18.0,17.88
123,22.0,17.9
124,10.0,17.82
125,18.0,17.83
126,12.0,17.67
127,17.0,17.71
128,13.0,17.61
129,17.0,17.63
130,24.0,17.71
131,9.0,17.68
132,16.0,17.61
133,15.0,17.53
134,20.0,17.64
135,20.0,17.57
136,20.0,17.61
137,19.0,17.63
138,21.0,17.65
139,24.0,17.79
140,13.0,17.58
141,17.0,17.44
142,36.0,17.67
143,11.0,17.52
144,16.0,17.28
145,15.0,17.18
146,12.0,17.18
147,20.0,17.28
148,14.0,17.25
149,15.0,16.88
150,16.0,16.85
151,16.0,16.88
152,14.0,16.92
153,18.0,16.9
154,18.0,16.95
155,14.0,16.97
156,11.0,16.96
157,19.0,17.01
158,18.0,17.09
159,10.0,17.05
160,10.0,16.92
161,12.0,16.92
162,18.0,16.98
163,21.0,17.04
164,18.0,17.08
165,18.0,17.09
166,17.0,17.14
167,17.0,17.15
168,17.0,17.13
169,15.0,17.04
170,13.0,16.91
171,32.0,17.07
172,26.0,17.13
173,12.0,17.15
174,18.0,17.01
175,20.0,16.99
176,14.0,17.01
177,17.0,16.97
178,12.0,16.99
179,16.0,16.99
180,22.0,17.06
181,21.0,17.11
182,17.0,17.11
183,12.0,17.1
184,15.0,17.07
185,14.0,17.08
186,16.0,17.05
187,15.0,17.04
188,12.0,17.02
189,11.0,16.96
190,19.0,16.96
191,9.0,16.87
192,14.0,16.61
193,14.0,16.63
194,14.0,16.52
195,13.0,16.51
196,16.0,16.46
197,24.0,16.57
198,23.0,16.68
199,27.0,16.83
200,15.0,16.82
201,13.0,16.78
202,14.0,16.68
203,12.0,16.68
204,23.0,16.77
205,12.0,16.69
206,13.0,16.66
207,10.0,16.61
208,13.0,16.55
209,11.0,16.53
210,15.0,16.31
211,18.0,16.19
212,8.0,16.15
213,13.0,16.13
214,23.0,16.17
215,16.0,16.21
216,11.0,16.16
217,15.0,16.2
218,18.0,16.24
219,12.0,16.22
220,20.0,16.27
221,14.0,16.28
222,17.0,16.27
223,18.0,16.23
224,10.0,16.23
225,18.0,16.23
226,11.0,16.22
227,14.0,16.19
228,10.0,16.16
229,15.0,16.14
230,17.0,16.07
231,14.0,16.12
232,14.0,16.1
233,17.0,16.12
234,10.0,16.02
235,13.0,15.95
236,8.0,15.83
237,10.0,15.74
238,16.0,15.69
239,16.0,15.61
240,16.0,15.64
241,14.0,15.61
242,17.0,15.42
243,13.0,15.44
244,14.0,15.42
245,16.0,15.43
246,15.0,15.46
247,15.0,15.41
248,20.0,15.47
249,19.0,15.51
250,12.0,15.47
251,16.0,15.47
252,13.0,15.46
253,12.0,15.4
254,15.0,15.37
255,13.0,15.36
256,16.0,15.41
257,10.0,15.32
258,12.0,15.26
259,13.0,15.29
260,9.0,15.28
261,14.0,15.3
262,20.0,15.32
263,10.0,15.21
264,12.0,15.15
265,20.0,15.17
266,16.0,15.16
267,16.0,15.15
268,19.0,15.17
269,13.0,15.15
270,10.0,15.12
271,17.0,14.97
272,16.0,14.87
273,11.0,14.86
274,17.0,14.85
275,11.0,14.76
276,14.0,14.76
277,20.0,14.79
278,11.0,14.78
279,11.0,14.73
280,9.0,14.6
281,17.0,14.56
282,12.0,14.51
283,14.0,14.53
284,13.0,14.51
285,13.0,14.5
286,14.0,14.48
287,17.0,14.5
288,13.0,14.51
289,14.0,14.54
290,15.0,14.5
291,12.0,14.53
292,21.0,14.6
293,15.0,14.61
294,16.0,14.63
295,11.0,14.61
296,21.0,14.66
297,16.0,14.58
298,11.0,14.46
299,13.0,14.32
300,14.0,14.31
301,15.0,14.33
302,16.0,14.35
303,19.0,14.42
304,15.0,14.34
305,14.0,14.36
306,12.0,14.35
307,16.0,14.41
308,17.0,14.45
309,17.0,14.51
310,13.0,14.49
311,15.0,14.46
312,15.0,14.53
313,12.0,14.52
314,15.0,14.44
315,15.0,14.43
316,13.0,14.45
317,13.0,14.43
318,13.0,14.38
319,13.0,14.39
320,17.0,14.36
321,18.0,14.4
322,22.0,14.45
323,10.0,14.37
324,16.0,14.43
325,14.0,14.39
326,14.0,14.42
327,18.0,14.46
328,8.0,14.44
329,11.0,14.4
330,14.0,14.37
331,12.0,14.35
332,12.0,14.33
333,18.0,14.34
334,14.0,14.38
335,12.0,14.37
336,14.0,14.43
337,11.0,14.44
338,15.0,14.43
339,13.0,14.4
340,18.0,14.42
341,16.0,14.44
342,16.0,14.43
343,15.0,14.45
344,11.0,14.42
345,13.0,14.39
346,14.0,14.38
347,18.0,14.41
348,16.0,14.37
349,16.0,14.34
350,13.0,14.35
351,18.0,14.37
352,11.0,14.35
353,19.0,14.42
354,11.0,14.38
355,13.0,14.38
356,15.0,14.37
357,14.0,14.41
358,13.0,14.42
359,13.0,14.42
360,14.0,14.47
361,19.0,14.52
362,20.0,14.52
363,16.0,14.58
364,19.0,14.65
365,12.0,14.57
366,15.0,14.56
367,12.0,14.52
368,15.0,14.48
369,9.0,14.44
370,16.0,14.5
371,10.0,14.43
372,15.0,14.42
373,14.0,14.45
374,16.0,14.44
375,15.0,14.48
376,11.0,14.45
377,12.0,14.37
378,16.0,14.42
379,14.0,14.45
380,16.0,14.52
381,16.0,14.51
382,16.0,14.55
383,14.0,14.55
384,13.0,14.55
385,18.0,14.6
386,17.0,14.63
387,17.0,14.63
388,13.0,14.63
389,11.0,14.6
390,15.0,14.6
391,12.0,14.6
392,14.0,14.53
393,12.0,14.5
