episode,reward,R100
760,204.0,197.16
761,183.0,196.84
762,192.0,196.45
763,197.0,196.11
764,190.0,195.88
765,186.0,195.6
766,201.0,195.57
767,199.0,195.53
768,199.0,195.62
769,199.0,195.64
770,177.0,195.28
771,191.0,195.24
772,192.0,195.29
773,177.0,195.23
774,190.0,194.83
775,178.0,194.43
776,198.0,194.32
777,190.0,194.2
778,190.0,194.27
779,198.0,194.35
780,198.0,194.34
781,203.0,194.63
782,185.0,194.67
783,190.0,194.71
784,186.0,194.56
785,198.0,194.59
786,196.0,194.66
787,198.0,194.77
788,183.0,194.63
789,212.0,194.87
790,185.0,194.54
791,200.0,194.5
792,209.0,194.68
793,208.0,194.87
794,208.0,194.93
795,194.0,195.11
796,187.0,194.97
797,184.0,194.75
798,182.0,194.74
799,182.0,194.67
800,180.0,194.43
801,193.0,194.39
802,187.0,194.37
803,190.0,194.29
804,188.0,194.15
805,185.0,193.95
806,177.0,193.73
807,183.0,193.65
808,187.0,193.46
809,187.0,193.33
810,178.0,192.91
811,180.0,192.65
812,194.0,192.61
813,191.0,192.48
814,194.0,192.28
815,194.0,192.31
816,196.0,192.44
817,181.0,192.38
818,177.0,192.22
819,181.0,192.05
820,209.0,192.21
821,189.0,191.93
822,188.0,191.84
823,194.0,191.82
824,178.0,191.55
825,189.0,191.45
826,193.0,191.11
827,189.0,191.03
828,198.0,191.06
829,195.0,191.07
830,176.0,190.96
831,187.0,190.86
832,175.0,190.59
833,175.0,190.46
834,193.0,190.37
835,189.0,190.19
836,185.0,190.0
837,186.0,189.84
838,184.0,189.8
839,182.0,189.66
840,196.0,189.77
841,188.0,189.68
842,184.0,189.73
843,188.0,189.72
844,180.0,189.64
845,188.0,189.77
846,187.0,189.74
847,190.0,189.76
848,189.0,189.54
849,177.0,189.31
850,193.0,189.33
851,181.0,189.3
852,180.0,189.16
853,192.0,189.22
854,167.0,189.0
855,180.0,188.95
856,191.0,189.03
857,199.0,189.2
858,177.0,189.24
859,187.0,189.1
860,182.0,188.88
861,177.0,188.82
862,203.0,188.93
863,180.0,188.76
864,190.0,188.76
865,186.0,188.76
866,181.0,188.56
867,179.0,188.36
868,182.0,188.19
869,185.0,188.05
870,188.0,188.16
871,186.0,188.11
872,175.0,187.94
873,181.0,187.98
874,180.0,187.88
875,187.0,187.97
876,190.0,187.89
877,177.0,187.76
878,195.0,187.81
879,188.0,187.71
880,184.0,187.57
881,200.0,187.54
882,181.0,187.5
883,186.0,187.46
884,181.0,187.41
885,189.0,187.32
886,183.0,187.19
887,183.0,187.04
888,189.0,187.1
889,179.0,186.77
890,192.0,186.84
891,187.0,186.71
892,174.0,186.36
893,172.0,186.0
894,183.0,185.75
895,176.0,185.57
896,181.0,185.51
897,181.0,185.48
898,182.0,185.48
899,173.0,185.39
900,170.0,185.29
901,189.0,185.25
902,172.0,185.1
903,173.0,184.93
904,200.0,185.05
905,194.0,185.14
906,186.0,185.23
907,193.0,185.33
908,176.0,185.22
909,173.0,185.08
910,197.0,185.27
911,184.0,185.31
912,182.0,185.19
913,193.0,185.21
914,184.0,185.11
915,177.0,184.94
916,196.0,184.94
917,193.0,185.06
918,194.0,185.23
919,195.0,185.37
920,191.0,185.19
921,197.0,185.27
922,183.0,185.22
923,194.0,185.22
924,197.0,185.41
925,198.0,185.5
926,168.0,185.25
927,198.0,185.34
928,191.0,185.27
929,185.0,185.17
930,183.0,185.24
931,196.0,185.33
932,205.0,185.63
933,186.0,185.74
934,180.0,185.61
935,181.0,185.53
936,195.0,185.63
937,189.0,185.66
938,190.0,185.72
939,176.0,185.66
940,207.0,185.77
941,198.0,185.87
942,185.0,185.88
943,184.0,185.84
944,199.0,186.03
945,190.0,186.05
946,189.0,186.07
947,173.0,185.9
948,198.0,185.99
949,193.0,186.15
950,191.0,186.13
951,183.0,186.15
952,186.0,186.21
953,194.0,186.23
954,198.0,186.54
955,181.0,186.55
956,207.0,186.71
957,185.0,186.57
958,177.0,186.57
959,184.0,186.54
960,173.0,186.45
961,198.0,186.66
